invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I100309,C165255,Female,59,Books,5,65.67,Debit Card,05/05/2021,Metrocity
I100310,C120548,Male,19,Shoes,1,762.77,Debit Card,18/05/2022,Emaar Square Mall
I100311,C180347,Female,69,Clothing,1,1042.62,Debit Card,27/11/2021,Metrocity
I100312,C193776,Male,40,Food & Beverage,2,16.25,Debit Card,12/04/2021,Zorlu Center
I100313,C108260,Female,30,Souvenir,5,124.91,Cash,14/08/2021,Forum Istanbul
I100314,C176370,Male,46,Clothing,5,395.52,Cash,15/02/2021,Metrocity
I100315,C176938,Male,38,Clothing,4,490.33,Debit Card,16/09/2021,Emaar Square Mall
I100316,C108850,Male,61,Toys,5,171.77,Credit Card,13/02/2022,Emaar Square Mall
I100317,C102939,Male,23,Books,2,102.43,Cash,08/01/2021,Istinye Park
I100318,C151908,Female,25,Technology,5,6164.65,Credit Card,17/02/2022,Mall of Istanbul
I100319,C116159,Female,40,Cosmetics,4,233.84,Credit Card,19/12/2021,Metropol AVM
I100320,C157091,Male,35,Clothing,3,1217.06,Cash,24/12/2022,Metrocity
I100321,C112141,Male,35,Books,5,121.96,Cash,13/06/2021,Cevahir AVM
I100322,C146257,Male,64,Toys,4,396.14,Debit Card,02/08/2021,Istinye Park
I100323,C162384,Male,32,Souvenir,2,283.49,Credit Card,03/09/2022,Emaar Square Mall
I100324,C177013,Female,52,Cosmetics,4,525.74,Cash,09/05/2021,Mall of Istanbul
I100325,C188847,Male,52,Food & Beverage,4,15.46,Debit Card,05/08/2022,Metrocity
I100326,C140735,Male,42,Shoes,2,2761.25,Cash,25/11/2021,Metropol AVM
I100327,C186867,Male,22,Technology,5,5429.95,Cash,09/03/2021,Istinye Park
I100328,C111526,Male,36,Books,4,84.94,Credit Card,21/04/2022,Metrocity
I100329,C136244,Male,19,Technology,3,6330.14,Cash,06/11/2022,Emaar Square Mall
I100330,C132561,Female,40,Shoes,2,1161.87,Credit Card,16/09/2022,Metropol AVM
I100331,C193400,Male,43,Clothing,5,284.92,Cash,15/02/2023,Istinye Park
I100332,C120472,Female,65,Clothing,5,500.83,Debit Card,03/07/2021,Zorlu Center
I100333,C129839,Female,63,Food & Beverage,4,137.33,Debit Card,24/12/2021,Kanyon
I100334,C114663,Female,20,Clothing,2,1037.55,Cash,23/11/2021,Metropol AVM
I100335,C145306,Male,44,Toys,5,505.81,Credit Card,24/06/2022,Mall of Istanbul
I100336,C145748,Female,46,Technology,5,5300.97,Debit Card,03/10/2022,Emaar Square Mall
I100337,C166670,Male,61,Cosmetics,4,571.18,Cash,17/05/2022,Metropol AVM
I100338,C105726,Female,29,Books,2,145.1,Cash,02/03/2021,Metrocity
I100339,C146900,Female,44,Shoes,2,2300.47,Cash,20/05/2021,Emaar Square Mall
I100340,C187862,Female,33,Cosmetics,1,460.77,Credit Card,17/05/2021,Cevahir AVM
I100341,C191494,Female,26,Books,5,149.55,Credit Card,07/10/2022,Mall of Istanbul
I100342,C171861,Female,66,Books,2,157.7,Credit Card,24/02/2023,Forum Istanbul
I100343,C127043,Male,62,Food & Beverage,1,78.49,Cash,14/02/2021,Kanyon
I100344,C136815,Female,30,Shoes,3,1678.46,Cash,15/06/2021,Cevahir AVM
I100345,C158336,Female,54,Technology,3,1592.62,Cash,16/02/2021,Kanyon
I100346,C161408,Female,23,Technology,5,2218.8,Debit Card,16/05/2022,Forum Istanbul
I100347,C164008,Male,68,Technology,1,2835.42,Cash,22/10/2022,Istinye Park
I100348,C182279,Female,59,Cosmetics,1,197.06,Cash,26/01/2021,Forum Istanbul
I100349,C119023,Female,41,Books,5,214.52,Debit Card,22/06/2021,Mall of Istanbul
I100350,C194221,Female,65,Technology,4,1699.53,Credit Card,24/11/2021,Metropol AVM
I100351,C148303,Male,53,Technology,3,2055.97,Cash,20/04/2021,Zorlu Center
I100352,C182340,Female,21,Cosmetics,4,396.09,Debit Card,11/06/2021,Istinye Park
I100353,C178987,Male,27,Cosmetics,2,196.81,Debit Card,16/02/2022,Mall of Istanbul
I100354,C105235,Female,48,Cosmetics,2,606.07,Cash,02/02/2021,Zorlu Center
I100355,C167015,Female,27,Food & Beverage,1,135.71,Debit Card,29/12/2022,Forum Istanbul
I100356,C144389,Male,46,Clothing,2,1360.8,Cash,23/01/2022,Istinye Park
I100357,C100549,Female,69,Technology,5,1770.2,Cash,10/07/2022,Cevahir AVM
I100358,C167735,Female,45,Books,4,241.22,Debit Card,25/03/2021,Kanyon
I100359,C194734,Female,56,Food & Beverage,5,118.51,Credit Card,08/05/2022,Metrocity
I100360,C139231,Female,51,Clothing,2,372.6,Debit Card,04/04/2022,Mall of Istanbul
I100361,C119256,Female,53,Toys,3,341.49,Debit Card,28/03/2022,Forum Istanbul
I100362,C134220,Male,32,Books,2,146.07,Cash,15/08/2021,Istinye Park
I100363,C185154,Male,30,Food & Beverage,4,53.13,Credit Card,20/08/2021,Watergarden Istanbul
I100364,C175065,Male,65,Shoes,4,2442.33,Credit Card,18/05/2021,Watergarden Istanbul
I100365,C172163,Male,58,Shoes,4,2939.7,Credit Card,12/07/2022,Metrocity
I100366,C125119,Female,67,Shoes,2,1432.1,Debit Card,28/02/2021,Forum Istanbul
I100367,C131051,Male,41,Clothing,1,1067.8,Cash,16/04/2022,Istinye Park
I100368,C115799,Male,45,Shoes,5,3462.44,Cash,31/07/2022,Mall of Istanbul
I100369,C195448,Female,28,Technology,3,5726.71,Debit Card,28/11/2022,Kanyon
I100370,C133504,Male,33,Technology,5,5292.12,Credit Card,10/01/2023,Emaar Square Mall
I100371,C105702,Female,24,Technology,5,2627.85,Debit Card,26/04/2021,Kanyon
I100372,C188502,Male,34,Technology,2,5010.53,Cash,19/08/2022,Emaar Square Mall
I100373,C114886,Male,49,Shoes,1,2842.29,Cash,03/06/2021,Watergarden Istanbul
I100374,C138015,Female,27,Food & Beverage,5,199.48,Credit Card,31/03/2022,Kanyon
I100375,C103245,Female,27,Souvenir,5,152.93,Cash,06/02/2021,Mall of Istanbul
I100376,C123892,Female,48,Books,4,110.49,Debit Card,14/06/2022,Mall of Istanbul
I100377,C147308,Female,51,Cosmetics,3,725.79,Debit Card,02/10/2022,Kanyon
I100378,C127706,Male,41,Souvenir,3,179.46,Credit Card,29/12/2021,Cevahir AVM
I100379,C100784,Female,55,Souvenir,3,79.59,Cash,16/04/2022,Zorlu Center
I100380,C105948,Male,64,Books,3,108.42,Cash,28/05/2022,Istinye Park
I100381,C146770,Male,62,Clothing,5,1358.83,Cash,24/07/2021,Forum Istanbul
I100382,C182981,Male,41,Food & Beverage,2,175.83,Cash,29/11/2022,Mall of Istanbul
I100383,C139845,Female,65,Technology,5,6045.82,Cash,25/12/2021,Watergarden Istanbul
I100384,C193806,Female,39,Clothing,3,1024.04,Credit Card,31/05/2022,Cevahir AVM
I100385,C131905,Male,40,Books,2,67.23,Debit Card,10/04/2022,Forum Istanbul
I100386,C158394,Female,54,Food & Beverage,2,121.49,Cash,05/11/2021,Istinye Park
I100387,C133045,Female,22,Cosmetics,5,747.34,Debit Card,03/07/2021,Istinye Park
I100388,C176084,Female,47,Technology,4,5187.83,Cash,12/05/2022,Cevahir AVM
I100389,C122968,Female,34,Clothing,2,958.35,Cash,23/12/2022,Kanyon
I100390,C128614,Male,43,Souvenir,2,269.46,Credit Card,29/05/2022,Mall of Istanbul
I100391,C125783,Male,64,Clothing,2,921.48,Cash,17/03/2021,Zorlu Center
I100392,C144716,Male,18,Cosmetics,3,475.86,Cash,18/10/2022,Cevahir AVM
I100393,C103614,Male,38,Technology,1,4718.07,Credit Card,17/09/2022,Cevahir AVM
I100394,C122872,Male,44,Clothing,1,958.15,Credit Card,06/03/2023,Emaar Square Mall
I100395,C178360,Female,34,Souvenir,1,22.34,Credit Card,01/08/2022,Cevahir AVM
I100396,C107342,Female,57,Technology,2,1107.42,Cash,04/08/2021,Metrocity
I100397,C169400,Male,40,Technology,4,2736.7,Debit Card,26/08/2022,Watergarden Istanbul
I100398,C120107,Female,32,Food & Beverage,4,155.03,Debit Card,13/11/2021,Watergarden Istanbul
I100399,C192584,Female,53,Food & Beverage,3,109.43,Credit Card,16/05/2021,Istinye Park
I100400,C101184,Female,24,Technology,2,6931.91,Cash,15/02/2022,Mall of Istanbul
I100401,C103663,Male,25,Clothing,5,777.68,Debit Card,08/03/2023,Metrocity
I100402,C133962,Female,65,Books,2,220.29,Cash,26/06/2022,Kanyon
I100403,C145983,Male,46,Souvenir,2,196.3,Credit Card,03/02/2022,Emaar Square Mall
I100404,C127799,Female,68,Clothing,1,1007.04,Cash,09/03/2021,Forum Istanbul
I100405,C188370,Female,21,Cosmetics,5,363.19,Credit Card,04/11/2022,Metropol AVM
I100406,C104024,Female,19,Food & Beverage,4,55.95,Credit Card,28/07/2021,Cevahir AVM
I100407,C199505,Female,59,Food & Beverage,3,177.09,Credit Card,10/08/2021,Zorlu Center
I100408,C120542,Female,67,Food & Beverage,2,166.34,Credit Card,01/04/2021,Cevahir AVM
I100409,C100515,Female,33,Books,3,177.04,Debit Card,09/04/2022,Metropol AVM
I100410,C175920,Male,68,Cosmetics,3,132.33,Credit Card,06/07/2021,Forum Istanbul
I100411,C118323,Female,61,Clothing,1,270.3,Cash,17/05/2021,Istinye Park
I100412,C119765,Female,24,Books,4,177.04,Cash,01/03/2022,Cevahir AVM
I100413,C184169,Female,39,Clothing,5,390.19,Debit Card,08/12/2022,Kanyon
I100414,C104964,Male,50,Cosmetics,5,401.35,Cash,16/01/2023,Kanyon
I100415,C106333,Female,22,Shoes,1,3358.65,Cash,23/06/2022,Forum Istanbul
I100416,C100336,Male,32,Books,5,135.17,Cash,27/06/2022,Cevahir AVM
I100417,C165046,Male,40,Cosmetics,2,611.98,Credit Card,22/12/2022,Metrocity
I100418,C101993,Female,35,Shoes,1,848.27,Cash,22/02/2022,Watergarden Istanbul
I100419,C147528,Female,18,Technology,1,4745.24,Debit Card,16/10/2021,Watergarden Istanbul
I100420,C143352,Female,65,Food & Beverage,4,90.17,Debit Card,06/03/2022,Forum Istanbul
I100421,C119822,Female,66,Toys,4,492.06,Debit Card,06/01/2021,Metropol AVM
I100422,C179669,Female,62,Toys,2,504.06,Debit Card,29/04/2021,Mall of Istanbul
I100423,C181373,Male,63,Clothing,4,1056.57,Credit Card,03/12/2022,Emaar Square Mall
I100424,C171951,Female,47,Clothing,4,1132.0,Credit Card,07/06/2022,Cevahir AVM
I100425,C177633,Female,33,Toys,3,441.7,Credit Card,23/06/2022,Istinye Park
I100426,C180322,Female,22,Cosmetics,5,635.77,Credit Card,30/04/2022,Cevahir AVM
I100427,C168425,Female,54,Cosmetics,2,146.1,Debit Card,08/01/2022,Watergarden Istanbul
I100428,C126848,Male,41,Cosmetics,2,206.72,Debit Card,17/04/2022,Metrocity
I100429,C183955,Male,38,Toys,3,507.67,Credit Card,06/05/2021,Forum Istanbul
I100430,C120164,Female,42,Shoes,3,1376.93,Debit Card,18/06/2022,Istinye Park
I100431,C159350,Male,35,Toys,3,598.33,Debit Card,25/04/2021,Emaar Square Mall
I100432,C183182,Female,64,Books,5,54.47,Debit Card,14/05/2021,Cevahir AVM
I100433,C164064,Male,57,Technology,5,2710.61,Credit Card,16/09/2021,Kanyon
I100434,C172902,Male,18,Food & Beverage,1,122.21,Credit Card,06/01/2023,Watergarden Istanbul
I100435,C135991,Female,34,Cosmetics,3,683.9,Cash,22/06/2022,Emaar Square Mall
I100436,C111643,Male,26,Toys,3,389.82,Credit Card,14/02/2021,Emaar Square Mall
I100437,C149247,Female,20,Food & Beverage,4,91.88,Debit Card,20/09/2021,Cevahir AVM
I100438,C131277,Female,55,Books,5,64.07,Debit Card,18/08/2022,Cevahir AVM
I100439,C108304,Male,39,Shoes,1,2694.93,Credit Card,07/02/2022,Watergarden Istanbul
I100440,C154357,Female,59,Clothing,1,909.53,Credit Card,19/04/2022,Forum Istanbul
I100441,C154380,Female,29,Shoes,4,1512.13,Cash,09/06/2022,Kanyon
I100442,C187868,Male,65,Cosmetics,4,479.17,Debit Card,29/10/2021,Watergarden Istanbul
I100443,C143273,Female,67,Souvenir,1,40.66,Cash,08/08/2022,Kanyon
I100444,C113330,Female,23,Cosmetics,5,417.99,Debit Card,24/07/2021,Cevahir AVM
I100445,C163280,Male,53,Toys,5,127.12,Credit Card,21/02/2021,Metrocity
I100446,C142007,Female,30,Clothing,2,1483.59,Credit Card,17/06/2022,Istinye Park
I100447,C111352,Female,42,Food & Beverage,3,115.58,Debit Card,07/03/2022,Kanyon
I100448,C140219,Female,33,Toys,4,521.15,Credit Card,09/11/2021,Metropol AVM
I100449,C117268,Male,31,Technology,4,4766.09,Debit Card,21/08/2022,Metrocity
I100450,C147936,Female,30,Souvenir,5,204.21,Debit Card,18/11/2021,Kanyon
I100451,C169871,Male,44,Technology,1,2278.12,Credit Card,26/10/2021,Metropol AVM
I100452,C193134,Male,69,Souvenir,4,281.43,Credit Card,28/07/2021,Metropol AVM
I100453,C107565,Male,45,Shoes,1,652.09,Cash,03/09/2022,Emaar Square Mall
I100454,C123614,Male,64,Books,4,70.79,Debit Card,23/11/2022,Istinye Park
I100455,C127659,Male,27,Cosmetics,5,170.6,Cash,26/07/2021,Mall of Istanbul
I100456,C106594,Female,32,Food & Beverage,4,140.32,Cash,28/02/2021,Metrocity
I100457,C105473,Male,46,Food & Beverage,2,176.2,Credit Card,25/12/2022,Watergarden Istanbul
I100458,C194287,Male,37,Food & Beverage,3,114.26,Cash,05/06/2021,Metropol AVM
I100459,C151314,Male,38,Toys,2,402.43,Cash,02/11/2022,Watergarden Istanbul
I100460,C190989,Male,30,Souvenir,2,222.55,Credit Card,08/12/2021,Forum Istanbul
I100461,C114991,Male,40,Shoes,2,3487.22,Debit Card,23/06/2022,Mall of Istanbul
I100462,C138110,Female,40,Clothing,4,1339.62,Cash,25/07/2021,Emaar Square Mall
I100463,C136700,Female,56,Shoes,2,661.04,Credit Card,26/02/2023,Metropol AVM
I100464,C175862,Female,20,Shoes,1,1336.19,Cash,04/11/2022,Istinye Park
I100465,C106560,Male,39,Technology,4,3626.77,Credit Card,31/01/2023,Cevahir AVM
I100466,C123443,Male,68,Food & Beverage,1,147.5,Credit Card,08/04/2021,Watergarden Istanbul
I100467,C114804,Male,56,Toys,4,69.74,Cash,10/06/2022,Zorlu Center
I100468,C112743,Female,59,Books,4,152.94,Credit Card,20/03/2021,Cevahir AVM
I100469,C195371,Male,41,Books,1,96.28,Debit Card,07/05/2022,Istinye Park
I100470,C119534,Female,24,Shoes,2,586.33,Credit Card,04/10/2021,Watergarden Istanbul
I100471,C170915,Male,38,Souvenir,2,61.75,Debit Card,13/02/2021,Watergarden Istanbul
I100472,C133584,Female,30,Food & Beverage,4,115.51,Cash,03/09/2021,Watergarden Istanbul
I100473,C165771,Male,24,Clothing,1,1417.8,Credit Card,20/12/2022,Zorlu Center
I100474,C127647,Male,23,Books,2,213.45,Cash,11/03/2022,Forum Istanbul
I100475,C181820,Male,36,Shoes,1,2390.83,Cash,28/08/2021,Metropol AVM
I100476,C178026,Male,33,Shoes,5,1313.07,Cash,12/02/2021,Metropol AVM
I100477,C181035,Male,37,Technology,1,5768.58,Credit Card,30/08/2022,Metrocity
I100478,C101411,Female,44,Toys,1,98.43,Cash,01/06/2021,Watergarden Istanbul
I100479,C188972,Male,27,Technology,2,1824.3,Cash,04/12/2022,Cevahir AVM
I100480,C192877,Male,18,Souvenir,1,156.74,Credit Card,12/03/2021,Zorlu Center
I100481,C183412,Male,30,Clothing,3,1190.59,Cash,29/10/2022,Cevahir AVM
I100482,C176385,Male,69,Souvenir,4,53.46,Debit Card,07/11/2021,Kanyon
I100483,C197643,Female,68,Books,4,108.74,Debit Card,10/06/2022,Istinye Park
I100484,C198045,Male,22,Food & Beverage,2,55.62,Debit Card,14/04/2022,Watergarden Istanbul
I100485,C131017,Female,54,Clothing,4,1012.24,Credit Card,04/10/2022,Cevahir AVM
I100486,C149678,Female,23,Cosmetics,3,564.3,Credit Card,09/11/2021,Kanyon
I100487,C139383,Female,56,Clothing,1,1323.39,Credit Card,05/03/2022,Forum Istanbul
I100488,C179266,Female,47,Books,3,145.44,Cash,29/12/2021,Forum Istanbul
I100489,C161071,Male,36,Technology,1,6951.0,Cash,20/12/2022,Emaar Square Mall
I100490,C153404,Male,25,Cosmetics,1,362.95,Cash,04/02/2022,Istinye Park
I100491,C143602,Male,41,Books,2,100.86,Debit Card,08/02/2022,Istinye Park
I100492,C165493,Female,50,Cosmetics,2,373.66,Cash,01/01/2021,Metrocity
I100493,C113597,Male,47,Food & Beverage,3,138.49,Debit Card,23/01/2023,Watergarden Istanbul
I100494,C187308,Female,26,Food & Beverage,4,24.42,Debit Card,06/12/2021,Emaar Square Mall
I100495,C134910,Female,41,Food & Beverage,4,188.19,Debit Card,03/03/2021,Emaar Square Mall
I100496,C164663,Female,62,Clothing,1,1319.06,Debit Card,02/05/2021,Watergarden Istanbul
I100497,C149436,Female,37,Books,5,192.46,Cash,30/11/2021,Emaar Square Mall
I100498,C117955,Male,35,Books,2,155.14,Debit Card,05/06/2022,Kanyon
I100499,C151408,Male,65,Food & Beverage,2,65.32,Debit Card,27/01/2021,Forum Istanbul
I100500,C171854,Female,59,Shoes,4,1826.88,Debit Card,04/01/2022,Istinye Park
I100501,C142493,Male,54,Souvenir,1,241.19,Credit Card,24/05/2021,Metropol AVM
I100502,C167632,Male,28,Food & Beverage,5,42.43,Credit Card,24/02/2021,Zorlu Center
I100503,C139011,Female,67,Technology,2,2270.27,Credit Card,22/07/2021,Zorlu Center
I100504,C142060,Female,43,Shoes,3,1393.91,Credit Card,30/01/2022,Emaar Square Mall
I100505,C134976,Male,31,Souvenir,5,253.58,Debit Card,13/06/2021,Cevahir AVM
I100506,C105760,Male,35,Souvenir,5,256.71,Credit Card,10/02/2023,Mall of Istanbul
I100507,C136095,Female,41,Toys,5,496.04,Debit Card,05/05/2021,Istinye Park
I100508,C158937,Male,20,Food & Beverage,3,124.41,Credit Card,29/09/2021,Metropol AVM
I100509,C109157,Male,66,Toys,1,561.52,Cash,23/10/2022,Metrocity
I100510,C194754,Male,67,Toys,4,512.89,Debit Card,16/12/2021,Forum Istanbul
I100511,C151454,Female,69,Technology,3,6122.62,Debit Card,27/05/2021,Watergarden Istanbul
I100512,C196424,Female,60,Food & Beverage,2,50.48,Debit Card,09/03/2021,Forum Istanbul
I100513,C108754,Male,54,Cosmetics,5,402.79,Cash,11/08/2022,Istinye Park
I100514,C189068,Male,27,Cosmetics,2,450.4,Credit Card,04/02/2021,Forum Istanbul
I100515,C137681,Male,59,Toys,5,542.95,Debit Card,10/03/2021,Zorlu Center
I100516,C179278,Female,56,Cosmetics,2,316.48,Credit Card,24/11/2022,Zorlu Center
I100517,C110311,Female,19,Shoes,1,2967.36,Credit Card,12/08/2021,Kanyon
I100518,C159996,Male,46,Food & Beverage,5,21.23,Credit Card,28/08/2022,Watergarden Istanbul
I100519,C178075,Male,20,Souvenir,1,152.86,Credit Card,07/10/2022,Cevahir AVM
I100520,C143389,Male,31,Cosmetics,3,687.58,Debit Card,04/07/2022,Kanyon
I100521,C129227,Male,19,Food & Beverage,4,81.14,Debit Card,08/10/2021,Mall of Istanbul
I100522,C176666,Male,43,Toys,5,574.99,Credit Card,20/08/2021,Kanyon
I100523,C148673,Female,60,Food & Beverage,1,131.94,Debit Card,17/05/2021,Forum Istanbul
I100524,C159502,Female,30,Technology,5,1734.44,Credit Card,19/06/2021,Istinye Park
I100525,C199556,Male,22,Clothing,4,1177.27,Debit Card,31/01/2023,Metropol AVM
I100526,C134813,Male,53,Food & Beverage,1,184.79,Debit Card,20/09/2022,Kanyon
I100527,C108222,Female,31,Toys,1,509.5,Debit Card,10/01/2023,Watergarden Istanbul
I100528,C134575,Female,58,Books,5,165.41,Credit Card,10/11/2021,Mall of Istanbul
I100529,C105798,Male,62,Technology,4,6343.4,Debit Card,11/04/2022,Mall of Istanbul
I100530,C144949,Male,27,Technology,4,3659.13,Cash,12/12/2021,Cevahir AVM
I100531,C162422,Male,24,Food & Beverage,5,83.89,Credit Card,15/09/2021,Kanyon
I100532,C125308,Female,51,Toys,4,138.53,Credit Card,18/05/2021,Metrocity
I100533,C101687,Male,31,Toys,1,55.02,Cash,20/04/2022,Kanyon
I100534,C126733,Male,38,Technology,5,4137.3,Credit Card,12/05/2022,Metropol AVM
I100535,C100961,Male,31,Technology,4,6223.88,Cash,29/08/2022,Metrocity
I100536,C126201,Female,47,Souvenir,1,177.5,Debit Card,25/02/2021,Emaar Square Mall
I100537,C122147,Female,59,Cosmetics,4,584.42,Credit Card,13/09/2022,Metrocity
I100538,C115517,Female,56,Toys,1,434.85,Cash,06/01/2021,Forum Istanbul
I100539,C174197,Male,58,Clothing,2,186.01,Cash,01/01/2021,Kanyon
I100540,C161149,Male,43,Cosmetics,2,642.74,Cash,24/07/2022,Zorlu Center
I100541,C154229,Female,20,Books,4,24.19,Cash,17/02/2023,Mall of Istanbul
I100542,C124502,Male,69,Books,5,137.79,Cash,07/06/2022,Forum Istanbul
I100543,C100296,Male,19,Shoes,5,2053.36,Debit Card,01/09/2022,Watergarden Istanbul
I100544,C110174,Male,60,Food & Beverage,4,85.42,Cash,28/07/2022,Metropol AVM
I100545,C103155,Male,50,Souvenir,2,49.81,Debit Card,24/01/2023,Metropol AVM
I100546,C188044,Female,25,Shoes,5,1914.91,Debit Card,07/04/2021,Mall of Istanbul
I100547,C195705,Male,24,Shoes,3,1104.2,Credit Card,20/02/2023,Istinye Park
I100548,C119375,Female,56,Technology,2,545.14,Cash,14/02/2021,Mall of Istanbul
I100549,C189506,Male,51,Toys,4,591.05,Debit Card,12/08/2022,Metropol AVM
I100550,C199431,Male,19,Clothing,1,1021.68,Cash,18/03/2022,Kanyon
I100551,C123568,Female,46,Food & Beverage,2,58.0,Credit Card,23/12/2021,Kanyon
I100552,C142521,Female,24,Books,4,57.48,Debit Card,03/11/2022,Emaar Square Mall
I100553,C199920,Female,35,Cosmetics,1,388.69,Cash,15/12/2021,Metropol AVM
I100554,C171299,Female,39,Clothing,2,1340.24,Cash,29/06/2022,Metrocity
I100555,C113743,Male,38,Toys,3,251.92,Debit Card,05/05/2021,Emaar Square Mall
I100556,C121117,Male,51,Clothing,5,405.19,Credit Card,16/06/2022,Mall of Istanbul
I100557,C184907,Male,31,Food & Beverage,1,145.72,Credit Card,03/01/2023,Mall of Istanbul
I100558,C123105,Female,57,Books,3,193.22,Cash,16/12/2021,Istinye Park
I100559,C103627,Male,62,Cosmetics,3,532.8,Debit Card,21/10/2022,Zorlu Center
I100560,C118615,Male,56,Shoes,4,1202.87,Cash,18/01/2023,Mall of Istanbul
I100561,C170212,Male,22,Technology,1,1424.51,Cash,10/01/2023,Emaar Square Mall
I100562,C184987,Female,67,Souvenir,2,271.47,Credit Card,07/11/2021,Forum Istanbul
I100563,C153600,Male,46,Shoes,4,1329.74,Cash,01/02/2021,Forum Istanbul
I100564,C129655,Male,31,Technology,3,2304.72,Cash,14/07/2021,Mall of Istanbul
I100565,C111729,Male,68,Food & Beverage,3,44.32,Cash,08/05/2022,Mall of Istanbul
I100566,C107502,Female,34,Shoes,5,2126.09,Cash,08/03/2021,Istinye Park
I100567,C101942,Female,26,Technology,3,4024.18,Cash,22/05/2021,Cevahir AVM
I100568,C196623,Female,41,Technology,2,3899.82,Cash,12/09/2021,Metrocity
I100569,C137392,Female,66,Clothing,2,990.49,Cash,20/02/2023,Forum Istanbul
I100570,C147887,Male,59,Souvenir,3,262.85,Cash,12/04/2021,Forum Istanbul
I100571,C148411,Male,36,Clothing,4,685.6,Cash,23/04/2021,Emaar Square Mall
I100572,C172784,Female,23,Toys,1,316.73,Cash,25/08/2021,Forum Istanbul
I100573,C157706,Male,25,Cosmetics,1,286.26,Credit Card,26/04/2022,Metropol AVM
I100574,C144374,Male,22,Cosmetics,4,620.96,Debit Card,18/09/2022,Forum Istanbul
